_id,fermi_name , Counterpart_name , RA, Dec  , LII , BII , AngSep , Theta95 , Class , Redshift , SED_Class , Probability_Bayesian , Reliability_LR_RG , Reliability_LR_XG , ProbabilityLogN-logS , LR_RG , LR_XG , Flux1GeV-100 GeV , Spectral_index , Spectral_Index_Error , TS , Radio_flux , X_Flux , USNOVmag , SDSSVmag , ARO , AOX , CLEAN , IN 2FGL
76 , 2FGLJ0120.4-2700 , PKS 0118-272 , 20.13208 , -27.02356 , 213.64 , -83.53 , 0.011 , 0.03 , BL Lac , 0 , LSP , 1 , 1 , 0.98 , 1 , 4.141 , 3.637 , (43.5+/-2.6) e-10 , 1.927 , 0.039 , 1258 , 934 , 1.27e-12 , 16.18 , - , 0.573 , 1.498 , YES , YES
77 , 2FGLJ0122.6+3425 , 1ES 0120+340 , 20.78542 , 34.3465 , 130.34 , -28.07 , 0.124 , 0.086 , BL Lac , 0.272 , HSP , 0 , 0.89 , 0 , 0 , 0.256 , -9.9 , (3.5+/-1.1) e-10 , 1.534 , 0.207 , 43 , 45 , 6.14e-11 , 16.89 , 16.61 , 0.315 , 0.773 , NO , YES
78 , 2FGLJ0124.5-0621 , PMN J0124-0624 , 21.21 , -6.41719 , 145.4 , -67.82 , 0.081 , 0.186 , BL Lac , -999 , - , 0.929 , 0.92 , 0 , 0 , 0.613 , -9.9 , (6.2+/-1.3) e-10 , 2.239 , 0.128 , 48 , 41 , - , 20.44 , - , - , - , YES , YES
79 , 2FGLJ0127.2+0324 , NVSS J012713+032259 , 21.80792 , 3.38303 , 140.11 , -58.29 , 0.026 , 0.091 , AGU , -999 , HSP , 0 , 0.94 , 0.89 , 0 , 0.912 , 2.143 , (10.2+/-1.5) e-10 , 1.837 , 0.115 , 121 , 16 , 4.86e-13 , 19.45 , - , 0.451 , 1.168 , YES , YES
80 , 2FGLJ0128.4+4431 , GB6 J0128+4439 , 22.17167 , 44.65503 , 129.87 , -17.72 , 0.131 , 0.197 , FSRQ , 0.228 , - , 0.984 , 0.9 , 0 , 0.95 , 0.343 , -9.9 , (6.5+/-1.3) e-10 , 2.245 , 0.129 , 47 , 36 , - , 20.06 , - , 0.588 , - , NO , YES
81 , 2FGLJ0131.1+6121 , 1RXS 013106.4+612035 , 22.77958 , 61.34244 , 127.67 , -1.17 , 0.014 , 0.041 , AGU , -999 , HSP , 0 , 0.98 , 1 , 0 , 1.666 , 5.573 , (27.1+/-2.6) e-10 , 1.906 , 0.081 , 276 , 19 , 4.71e-11 , 19.29 , - , 0.15 , 1.026 , NO , YES
82 , 2FGLJ0132.8-1654 , PKS 0130-17 , 23.18083 , -16.91328 , 168.11 , -76.02 , 0.034 , 0.067 , FSRQ , 1.02 , LSP , 0.998 , 1 , 0.9 , 1 , 3.307 , 2.228 , (21.3+/-1.9) e-10 , 2.445 , 0.05 , 668 , 830 , 7.5e-13 , 17.14 , - , 0.663 , 1.292 , YES , YES
83 , 2FGLJ0134.4+2636 , 1RXS 013427.2+263846 , 23.61625 , 26.64508 , 134.71 , -35.24 , 0.03 , 0.088 , AGU , -999 , HSP , 0 , 0.96 , 0.97 , 0 , 1.162 , 3.168 , (8.6+/-1.5) e-10 , 1.863 , 0.121 , 76 , 30 , 2.59e-12 , 16.43 , - , 0.252 , 1.391 , YES , YES
84 , 2FGLJ0136.5+3905 , B3 0133+388 , 24.135 , 39.09978 , 132.41 , -22.94 , 0.012 , 0.03 , BL Lac , 0 , HSP , 1 , 0.99 , 1 , 0.99 , 2.399 , 5.406 , (45.3+/-2.6) e-10 , 1.692 , 0.041 , 1127 , 60 , 2.33e-11 , 16.06 , - , 0.289 , 1.063 , YES , YES
85 , 2FGLJ0136.9+4751 , OC 457 , 24.24375 , 47.85811 , 130.78 , -14.32 , 0.004 , 0.031 , FSRQ , 0.859 , LSP , 1 , 1 , 0 , 1 , 4.35 , -9.9 , (72+/-3.2) e-10 , 2.148 , 0.041 , 2716 , 1138 , 7.05e-13 , 18.33 , 17.1 , 0.674 , 1.395 , YES , YES
86 , 2FGLJ0137.7+5811 , 1RXS 013748.0+581422 , 24.45917 , 58.23697 , 129.02 , -4.09 , 0.039 , 0.094 , AGU , -999 , HSP , 0 , 0.98 , 0.99 , 0 , 1.949 , 4.431 , (10.7+/-1.8) e-10 , 2.333 , 0.116 , 65 , 170 , 2.52e-11 , 18.4 , 17.04 , 0.286 , 1.227 , NO , YES
87 , 2FGLJ0137.6-2430 , PKS 0135-247 , 24.40833 , -24.51514 , 201.38 , -79.29 , 0.007 , 0.09 , FSRQ , 0.835 , LSP , 0.998 , 1 , 0.97 , 1 , 3.451 , 3.084 , (10.5+/-1.4) e-10 , 2.423 , 0.081 , 208 , 1181 , 2.08e-12 , 17.09 , - , 0.683 , 1.163 , YES , YES
88 , 2FGLJ0141.5-0928 , PKS 0139-09 , 25.3575 , -9.47897 , 159.04 , -68.77 , 0.038 , 0.061 , BL Lac , 0.733 , ISP , 0.999 , 0.99 , 0.94 , 1 , 3.141 , 2.606 , (16.4+/-1.8) e-10 , 2.033 , 0.072 , 266 , 657 , 6.96e-13 , 17.45 , 16.69 , 0.565 , 1.499 , YES , YES
89 , 2FGLJ0144.6+2704 , TXS 0141+268 , 26.13958 , 27.08419 , 137.26 , -34.31 , 0.015 , 0.047 , BL Lac , 0 , LSP , 1 , 0.99 , 0 , 1 , 2.709 , -9.9 , (34+/-2.4) e-10 , 2.169 , 0.043 , 756 , 217 , 1.73e-13 , 19.26 , - , 0.753 , 1.233 , YES , YES
90 , 2FGLJ0145.1-2732 , PKS 0142-278 , 26.26375 , -27.55972 , 218.07 , -78.1 , 0.018 , 0.077 , FSRQ , 1.148 , LSP , 0.999 , 1 , 0 , 1 , 3.373 , -9.9 , (20.6+/-1.8) e-10 , 2.584 , 0.047 , 849 , 923 , 7.46e-13 , 18.06 , - , 0.745 , 1.148 , YES , YES
91 , 2FGLJ0146.6-5206 , PKS 0144-522 , 26.70458 , -52.04361 , 284.01 , -63.01 , 0.067 , 0.132 , AGU , 0.098101 , LSP , 0.986 , 0.97 , 0.87 , 0.92 , 2.426 , 2.047 , (34.3+/-9.8) e-11 , 2.031 , 0.238 , 27 , 468 , 8.29e-13 , 18.98 , - , 0.699 , 1.082 , YES , YES
92 , 2FGLJ0148.6+0127 , PMN J0148+0129 , 27.14042 , 1.48358 , 150.87 , -58.26 , 0.023 , 0.103 , AGU , -999 , - , 0.995 , 0.97 , 0 , 0.98 , 1.599 , -9.9 , (4.8+/-1.2) e-10 , 2.019 , 0.196 , 39 , 88 , - , 19.09 , - , - , - , YES , YES
93 , 2FGLJ0152.6+0148 , PMN J0152+0146 , 28.16458 , 1.78803 , 152.37 , -57.54 , 0.012 , 0.066 , BL Lac , 0.08 , HSP , 0.999 , 0.98 , 0.99 , 0.99 , 1.811 , 3.98 , (7.7+/-1.4) e-10 , 1.788 , 0.137 , 93 , 61 , 6.07e-12 , 11.82 , - , -0.03 , 1.908 , YES , YES
94 , 2FGLJ0153.9+0823 , GB6 J0154+0823 , 28.51125 , 8.39742 , 148.24 , -51.37 , 0.023 , 0.058 , BL Lac , 0 , ISP , 0.999 , 0.99 , 0 , 0.99 , 2.483 , -9.9 , (18.3+/-1.9) e-10 , 1.858 , 0.073 , 254 , 207 , 2.71e-12 , 15.01 , - , 0.328 , 1.558 , YES , YES
95 , 2FGLJ0154.9+4434 , GB6 J0154+4433 , 28.72708 , 44.56017 , 134.67 , -16.86 , 0.013 , 0.084 , BL Lac , 0 , - , 0.999 , 0.96 , 0 , 0.97 , 1.325 , -9.9 , (3.9+/-1.2) e-10 , 2.007 , 0.257 , 32 , 37 , - , 19.38 , - , 0.576 , - , YES , YES
96 , 2FGLJ0156.4+3909 , MG4 J015630+3913 , 29.13042 , 39.24206 , 136.45 , -21.92 , 0.079 , 0.143 , AGU , -999 , - , 0.977 , 0.97 , 0 , 0.96 , 1.478 , -9.9 , (6.9+/-1.3) e-10 , 2.405 , 0.117 , 75 , 159 , - , 18.89 , - , - , - , YES , YES
97 , 2FGLJ0156.5-2419 , TXS 0154-244 , 29.12333 , -24.21469 , 205.3 , -75.07 , 0.113 , 0.114 , AGU , -999 , - , 0.895 , 0.97 , 0 , 0.85 , 1.464 , -9.9 , (3.7+/-1) e-10 , 1.789 , 0.187 , 34 , 225 , - , 20.64 , - , - , - , YES , YES
98 , 2FGLJ0157.2-5259 , 1RXS 015658.6-530208 , 29.24042 , -53.03264 , 282.19 , -61.38 , 0.06 , 0.096 , AGU , -999 , HSP , 0 , 0.91 , 0.98 , 0 , 1.577 , 3.582 , (5.1+/-1.1) e-10 , 1.747 , 0.166 , 53 , 44 , 7.6e-12 , 17.71 , - , 0.412 , 0.907 , YES , YES
99 , 2FGLJ0158.0-4609 , PMN J0157-4614 , 29.46208 , -46.24039 , 272.8 , -66.82 , 0.09 , 0.149 , FSRQ , 2.287 , - , 0.995 , 0.94 , 0 , 0.97 , 1.849 , -9.9 , (5.3+/-1.1) e-10 , 2.361 , 0.137 , 58 , 223 , 8.12e-14 , - , - , - , - , YES , YES
100 , 2FGLJ0158.3-3931 , PMN J0158-3932 , 29.65875 , -39.53442 , 258.8 , -71.33 , 0.064 , 0.099 , BL Lac , 0 , LSP , 0.997 , 0.97 , 0.81 , 1 , 1.629 , 1.731 , (9.1+/-1.4) e-10 , 2.071 , 0.11 , 100 , 132 , 1.68e-12 , 17.79 , - , 0.562 , 1.145 , YES , YES
101 , 2FGLJ0159.5+1046 , RX J0159.5+1047 , 29.89333 , 10.78494 , 148.74 , -48.64 , 0.009 , 0.085 , BL Lac , 0.195 , HSP , 0.998 , 0.97 , 0.98 , 0.91 , 1.464 , 3.56 , (10.6+/-1.6) e-10 , 2.154 , 0.11 , 109 , 47 , 4.25e-12 , 17.61 , - , 0.483 , 0.929 , YES , YES
102 , 2FGLJ0159.6-2741 , PMN J0159-2739 , 29.93042 , -27.67731 , 218.93 , -74.85 , 0.025 , 0.128 , BL Lac , 0 , ISP , 0.998 , 0.97 , 0.85 , 0.91 , 1.493 , 1.931 , (5.7+/-1.1) e-10 , 2.125 , 0.129 , 60 , 102 , 5.22e-13 , 17.67 , - , 0.537 , 1.387 , YES , YES
103 , 2FGLJ0203.6+7235 , S5 0159+723 , 30.88833 , 72.54833 , 128.34 , 10.44 , 0.044 , 0.075 , BL Lac , 0 , LSP , 0.999 , 0.99 , 0 , 1 , 2.201 , -9.9 , (9.9+/-1.7) e-10 , 2.021 , 0.132 , 63 , 229 , 1.01e-13 , 15.72 , - , 0.301 , 2.218 , YES , YES
104 , 2FGLJ0201.5-6626 , PMN J0201-6638 , 30.28083 , -66.63708 , 292.49 , -49.06 , 0.195 , 0.171 , AGU , -999 , LSP , 0 , 0.85 , 0 , 0.99 , 1.07 , 0.691 , (3.9+/-1) e-10 , 2.248 , 0.182 , 28 , 167 , 3.26e-13 , 20.56 , - , 0.812 , 0.995 , NO , YES
105 , 2FGLJ0204.0+3045 , NVSS J020344+304238 , 30.93375 , 30.71061 , 140.8 , -29.64 , 0.081 , 0.167 , BL Lac , 0.761 , - , 0 , 0.97 , 0 , 0 , 1.429 , -9.9 , (6.3+/-1.3) e-10 , 2.46 , 0.127 , 56 , 175 , - , 20.71 , - , 0.87 , - , NO , NO
106 , 2FGLJ0204.0+3045 , B2 0200+30 , 30.93875 , 30.69147 , 140.81 , -29.66 , 0.09 , 0.167 , FSRQ , 0.955 , - , 0.956 , 0.99 , 0 , 0 , 2.472 , -9.9 , (6.3+/-1.3) e-10 , 2.46 , 0.127 , 56 , 811 , - , - , - , - , - , NO , YES
107 , 2FGLJ0205.0+1514 , 4C +15.05 , 31.20958 , 15.23639 , 147.92 , -44.05 , 0.044 , 0.121 , AGN , 0.405 , - , 0.996 , 1 , 0 , 1 , 4.043 , -9.9 , (8.5+/-1.4) e-10 , 2.285 , 0.112 , 85 , 4068 , 1.48e-13 , - , - , - , - , YES , YES
108 , 2FGLJ0205.4+3211 , B2 0202+31 , 31.27042 , 32.20831 , 140.57 , -28.13 , 0.081 , 0.2 , FSRQ , 1.466 , LSP , 0.993 , 0.99 , 0 , 0.99 , 2.231 , -9.9 , (4.8+/-1.2) e-10 , 2.664 , 0.136 , 47 , 657 , 4.89e-13 , 17.48 , - , 0.661 , 1.337 , YES , YES
109 , 2FGLJ0205.3-1657 , PKS 0202-17 , 31.24 , -17.02208 , 185.98 , -70.24 , 0.103 , 0.133 , FSRQ , 1.739 , LSP , 0.984 , 0.99 , 0.86 , 0.99 , 2.799 , 1.98 , (7.4+/-1.2) e-10 , 2.685 , 0.091 , 177 , 1219 , 9.98e-13 , 18 , - , 0.767 , 1.115 , YES , YES
110 , 2FGLJ0206.5-1149 , PMN J0206-1150 , 31.60875 , -11.84431 , 175.59 , -66.7 , 0.042 , 0.091 , FSRQ , 1.663 , LSP , 0.997 , 0.98 , 0.91 , 1 , 1.947 , 2.358 , (6.6+/-1.2) e-10 , 2.092 , 0.137 , 79 , 168 , 7.9e-13 , 20.53 , 19.27 , 0.696 , 0.959 , YES , YES
111 , 2FGLJ0207.9-6832 , PKS 0206-688 , 31.96333 , -68.63183 , 292.86 , -46.98 , 0.094 , 0.123 , AGU , -999 , - , 0.96 , 0.93 , 0 , 0.87 , 2.317 , -9.9 , (33.6+/-9.2) e-11 , 2.432 , 0.198 , 30 , 399 , - , 19.48 , - , - , - , YES , YES
112 , 2FGLJ0209.5-5229 , 1RXS J020922.2-522920 , 32.33958 , -52.48978 , 278.36 , -60.77 , 0.024 , 0.058 , BL Lac , 0 , HSP , 1 , 0.96 , 0.99 , 0 , 2.325 , 4.47 , (14.5+/-1.7) e-10 , 1.912 , 0.09 , 213 , 77 , 1.3e-11 , 15.4 , - , 0.239 , 1.171 , YES , YES
113 , 2FGLJ0211.2+1050 , MG1 J021114+1051 , 32.805 , 10.85953 , 152.57 , -47.37 , 0.023 , 0.053 , BL Lac , 0 , ISP , 0.999 , 0.99 , 0 , 1 , 2.827 , -9.9 , (25.8+/-2.2) e-10 , 2.169 , 0.054 , 431 , 318 , 3.42e-12 , 15.81 , - , 0.441 , 1.407 , YES , YES
114 , 2FGLJ0210.7-5102 , PKS 0208-512 , 32.69167 , -51.01725 , 276.1 , -61.78 , 0.017 , 0.045 , AGU , 0.999 , LSP , 1 , 1 , 0 , 1 , 4.823 , -9.9 , (37.9+/-2.4) e-10 , 2.395 , 0.036 , 1305 , 3493 , 1.18e-12 , 15.96 , - , 0.61 , 1.457 , YES , YES
115 , 2FGLJ0213.1+2245 , MG3 J021252+2246 , 33.21958 , 22.74858 , 146.41 , -36.38 , 0.07 , 0.079 , BL Lac , 0.459 , HSP , 0.991 , 0.96 , 0.97 , 0.84 , 1.266 , 3.136 , (10.4+/-1.6) e-10 , 2.029 , 0.109 , 98 , 67 , 4.01e-12 , 16.77 , 16.17 , 0.289 , 1.342 , YES , YES
116 , 2FGLJ0217.7+7353 , S5 0212+73 , 34.37833 , 73.82561 , 128.92 , 11.96 , 0.075 , 0.133 , FSRQ , 2.367 , LSP , 0.996 , 1 , 0.94 , 1 , 3.423 , 2.684 , (7.3+/-1.5) e-10 , 2.824 , 0.106 , 84 , 2271 , 2.52e-12 , 19.44 , 17.54 , 0.668 , 1.237 , NO , YES
117 , 2FGLJ0217.5-0813 , PKS 0214-085 , 34.26083 , -8.34778 , 174.07 , -62.38 , 0.175 , 0.271 , FSRQ , 0.606538 , LSP , 0.956 , 0.97 , 0 , 0.85 , 1.482 , -9.9 , (3.9+/-1.1) e-10 , 2.27 , 0.188 , 26 , 417 , 2.43e-13 , 19.23 , 18.91 , 0.746 , 1.234 , YES , YES
118 , 2FGLJ0217.4+0836 , ZS 0214+083 , 34.32125 , 8.6175 , 156.12 , -48.65 , 0.029 , 0.071 , BL Lac , 0.085 , ISP , 0.999 , 0.99 , 0.97 , 1 , 2.576 , 3.131 , (15.7+/-1.8) e-10 , 1.943 , 0.087 , 196 , 315 , 1.97e-12 , 15.39 , - , 0.498 , 1.427 , YES , YES
119 , 2FGLJ0217.9+0143 , PKS 0215+015 , 34.45375 , 1.74686 , 162.13 , -54.42 , 0.034 , 0.036 , FSRQ , 1.721 , LSP , 0.997 , 1 , 0 , 1 , 3.408 , -9.9 , (56.6+/-2.9) e-10 , 2.152 , 0.031 , 1809 , 750 , 1.17e-12 , 19.12 , - , 0.822 , 0.896 , YES , YES
120 , 2FGLJ0216.9-6630 , RBS 0300 , 34.21167 , -66.612 , 290.36 , -48.39 , 0.099 , 0.118 , BL Lac , 0 , HSP , 0.902 , 0.91 , 0.95 , 0 , 1.501 , 2.869 , (6.8+/-1.3) e-10 , 1.941 , 0.136 , 67 , 99 , 4.18e-12 , 17.6 , - , 0.479 , 0.992 , YES , YES
121 , 2FGLJ0219.2+3641 , MG3 J021846+3641 , 34.70833 , 36.6785 , 141.84 , -22.97 , 0.083 , 0.108 , AGU , -999 , - , 0.953 , 0.97 , 0 , 0.81 , 1.446 , -9.9 , (7.8+/-1.5) e-10 , 2.614 , 0.12 , 62 , 129 , - , 19.87 , - , - , - , NO , YES
122 , 2FGLJ0219.1-1725 , 1RXS J021905.8-172503 , 34.77292 , -17.42047 , 191.85 , -67.57 , 0.008 , 0.145 , BL Lac , 0.128 , HSP , 0.998 , 0.96 , 0.92 , 0 , 1.145 , 2.438 , (4.2+/-1.2) e-10 , 1.92 , 0.21 , 27 , 62 , 1.41e-12 , 15.99 , - , 0.372 , 1.356 , YES , YES
123 , 2FGLJ0221.0+3555 , S4 0218+35 , 35.2725 , 35.93706 , 142.6 , -23.49 , 0.008 , 0.034 , FSRQ , 0.944 , - , 1 , 1 , 0 , 1 , 4.548 , -9.9 , (53+/-2.8) e-10 , 2.275 , 0.038 , 1221 , 1707 , 3.97e-13 , - , - , - , - , YES , YES
124 , 2FGLJ0222.6+4302 , 3C 66A , 35.66417 , 43.03564 , 140.14 , -16.77 , 0.002 , 0.014 , BL Lac , 0 , ISP , 1 , 1 , 1 , 1 , 5.564 , 5.363 , (256+/-6.1) e-10 , 1.847 , 0.024 , 9055 , 2303 , 6.39e-12 , 14.61 , - , 0.415 , 1.535 , YES , YES
125 , 2FGLJ0222.0-1615 , PKS 0219-164 , 35.50292 , -16.25461 , 190.18 , -66.38 , 0.017 , 0.146 , FSRQ , 0.7 , LSP , 0.996 , 0.99 , 0.82 , 1 , 2.511 , 1.798 , (5.7+/-1.2) e-10 , 2.467 , 0.124 , 59 , 590 , 4.88e-13 , 18.01 , - , 0.675 , 1.276 , YES , YES
126 , 2FGLJ0223.0-1118 , 1RXS 022314.6-111741 , 35.80875 , -11.29381 , 181.08 , -63.25 , 0.051 , 0.096 , AGU , 0.042109 , HSP , 0 , 0.93 , 0.92 , 0 , 0.708 , 2.456 , (30.8+/-9.4) e-11 , 1.556 , 0.222 , 37 , 14 , 1.05e-12 , 18.51 , - , 0.351 , 1.208 , YES , YES
127 , 2FGLJ0227.3+0203 , RX J0227.2+0201 , 36.81875 , 2.033 , 165.1 , -52.81 , 0.042 , 0.115 , BL Lac , 0.456 , HSP , 0.997 , 0.95 , 0.99 , 0 , 0.987 , 4.55 , (4.3+/-1.1) e-10 , 1.865 , 0.203 , 35 , 36 , 3.93e-11 , 18.46 , - , 0.462 , 0.51 , YES , YES
128 , 2FGLJ0226.5-4444 , RBS 0318 , 36.66167 , -44.68906 , 261.86 , -64.11 , 0.049 , 0.123 , AGU , -999 , HSP , 0.954 , 0.85 , 0.97 , 0 , 1.054 , 3.139 , (3.8+/-1.2) e-10 , 1.569 , 0.267 , 42 , 12 , 4.18e-12 , 19.39 , - , 0.417 , 0.748 , NO , YES
129 , 2FGLJ0229.3-3644 , PKS 0227-369 , 37.36833 , -36.73275 , 243.92 , -67.18 , 0.02 , 0.088 , FSRQ , 2.115 , LSP , 0.998 , 0.98 , 0 , 1 , 1.881 , -9.9 , (11.9+/-1.5) e-10 , 2.533 , 0.071 , 278 , 117 , 5.33e-13 , 20.26 , - , 0.746 , 0.837 , YES , YES
130 , 2FGLJ0230.8+4031 , B3 0227+403 , 37.69042 , 40.548 , 142.59 , -18.5 , 0.034 , 0.093 , FSRQ , 1.019 , - , 0.998 , 0.99 , 0 , 1 , 2.627 , -9.9 , (14+/-1.6) e-10 , 2.629 , 0.063 , 343 , 451 , - , 18.19 , - , 0.676 , - , YES , YES
131 , 2FGLJ0237.8+2846 , 4C +28.07 , 39.46833 , 28.80261 , 149.46 , -28.53 , 0.025 , 0.052 , FSRQ , 1.206 , LSP , 1 , 1 , 0.97 , 1 , 4.256 , 3.216 , (37.7+/-2.5) e-10 , 2.158 , 0.061 , 1354 , 2197 , 1.61e-12 , 17.58 , 17.55 , 0.76 , 1.175 , YES , YES
132 , 2FGLJ0237.5-3603 , RBS 0334 , 39.39125 , -36.05758 , 241.17 , -65.8 , 0.009 , 0.084 , BL Lac , 0 , HSP , 0.999 , 0.96 , 0.98 , 0.94 , 1.221 , 3.604 , (3.6+/-1.1) e-10 , 1.559 , 0.217 , 41 , 27 , 4.48e-12 , 16.19 , - , 0.245 , 1.287 , NO , YES
133 , 2FGLJ0237.1-6136 , PKS 0235-618 , 39.22125 , -61.60444 , 283.19 , -51.3 , 0.036 , 0.055 , FSRQ , 0.467 , LSP , 0.999 , 0.99 , 0.96 , 1 , 3.26 , 2.924 , (28.4+/-2.1) e-10 , 2.333 , 0.045 , 852 , 604 , 1.14e-12 , 17.75 , - , 0.649 , 1.129 , YES , YES
134 , 2FGLJ0238.7+1637 , AO 0235+164 , 39.66167 , 16.61625 , 156.76 , -39.11 , 0.015 , 0.02 , BL Lac , 0.94 , LSP , 1 , 1 , 0 , 1 , 4.815 , -9.9 , (187+/-5.1) e-10 , 2.023 , 0.025 , 8460 , 1941 , 3.2e-12 , 17.13 , - , 0.639 , 1.205 , YES , YES
135 , 2FGLJ0238.2-3905 , 1RXS 023800.5-390505 , 39.50208 , -39.08461 , 248.04 , -64.82 , 0.05 , 0.115 , AGU , -999 , HSP , 0 , 0.96 , 0.93 , 0 , 1.261 , 2.473 , (3.8+/-1) e-10 , 1.675 , 0.183 , 35 , 65 , 1.28e-12 , 17.05 , - , 0.383 , 1.373 , YES , YES
136 , 2FGLJ0238.6-3117 , 1RXS J023832.6-311658 , 39.635 , -31.28303 , 229.45 , -66.33 , 0.018 , 0.08 , BL Lac , 0 , HSP , 0.999 , 0.98 , 0.99 , 0.94 , 1.702 , 4.038 , (10+/-1.5) e-10 , 1.849 , 0.109 , 126 , 71 , 9.06e-12 , 15.81 , - , 0.296 , 1.231 , YES , YES
137 , 2FGLJ0241.3+6548 , NVSS J024121+654311 , 40.34042 , 65.71981 , 133.91 , 5.22 , 0.089 , 0.071 , AGU , -999 , HSP , 0 , 0.97 , 0.96 , 0 , 1.456 , 2.933 , (11.2+/-2.2) e-10 , 1.967 , 0.164 , 70 , 190 , 4.16e-12 , 19.43 , - , 0.442 , 1.223 , NO , YES
138 , 2FGLJ0242.9+7118 , S5 0238+711 , 40.87792 , 71.33819 , 131.72 , 10.4 , 0.055 , 0.089 , BL Lac , 0 , LSP , 0.998 , 0.98 , 0 , 0.97 , 1.987 , -9.9 , (7.2+/-1.7) e-10 , 1.9 , 0.162 , 42 , 211 , 8.56e-14 , 18.99 , - , 0.542 , 1.701 , YES , YES
139 , 2FGLJ0248.6+8440 , NVSS J024948+843556 , 42.45167 , 84.59897 , 125.81 , 22.4 , 0.077 , 0.13 , AGU , -999 , - , 0.953 , 0.97 , 0 , 0.92 , 1.534 , -9.9 , (4.1+/-1.1) e-10 , 1.783 , 0.178 , 32 , 160 , - , 18.42 , - , - , - , YES , YES
140 , 2FGLJ0242.5+0006 , NGC 1068 , 40.66958 , -0.01325 , 172.1 , -51.94 , 0.119 , 0.141 , Starburst galaxy , 0.00419 , - , 0.985 , 1 , 0.99 , 0 , 3.713 , 4.136 , (5.1+/-1.1) e-10 , 2.146 , 0.167 , 41 , 4849 , 4.55e-11 , 10.15 , 11.57 , 0.263 , 1.626 , YES , YES
141 , 2FGLJ0245.1+2406 , B2 0242+23 , 41.32 , 24.09303 , 153.74 , -31.88 , 0.03 , 0.139 , FSRQ , 2.247 , LSP , 0.997 , 0.99 , 0 , 0.98 , 2.344 , -9.9 , (11+/-1.6) e-10 , 2.544 , 0.083 , 141 , 457 , 3e-13 , 20.05 , - , 0.807 , 1.03 , YES , YES
142 , 2FGLJ0245.9-4652 , PKS 0244-470 , 41.5 , -46.85511 , 261.82 , -60.1 , 0.022 , 0.039 , FSRQ , 1.385 , LSP , 1 , 1 , 0.96 , 1 , 4.255 , 3.047 , (45.4+/-2.5) e-10 , 2.434 , 0.03 , 2347 , 1498 , 7.71e-13 , 18.56 , - , 0.794 , 1.025 , YES , YES
143 , 2FGLJ0250.7+5631 , NVSS J025047+562935 , 42.69833 , 56.49303 , 138.89 , -2.64 , 0.033 , 0.108 , AGU , -999 , - , 0 , 0.95 , 0.97 , 0 , 1.051 , 3.178 , (10.6+/-2.1) e-10 , 2.246 , 0.131 , 41 , 35 , 3.43e-12 , - , - , - , - , NO , YES
144 , 2FGLJ0250.6+1713 , TXS 0247+169 , 42.5725 , 17.13606 , 159.4 , -37.18 , 0.121 , 0.062 , AGU , -999 , - , 0 , 0.83 , 0 , 0 , -0.155 , -9.9 , (9.6+/-1.7) e-10 , 1.836 , 0.169 , 96 , 78 , - , 21.19 , - , - , - , NO , NO
145 , 2FGLJ0250.6+1713 , NVSS J025037+171209 , 42.65708 , 17.20253 , 159.44 , -37.08 , 0.02 , 0.062 , FSRQ , 1.1 , HSP , 0.999 , 0.98 , 0.99 , 0.85 , 1.834 , 3.796 , (9.6+/-1.7) e-10 , 1.836 , 0.169 , 96 , 63 , 4.3e-12 , 16.76 , - , 0.369 , 1.139 , NO , YES
146 , 2FGLJ0253.5+5107 , NVSS J025357+510256 , 43.48958 , 51.04908 , 141.77 , -7.29 , 0.096 , 0.087 , FSRQ , 1.732 , - , 0.929 , 0.98 , 0 , 0.86 , 2.035 , -9.9 , (17.6+/-2.2) e-10 , 2.439 , 0.071 , 141 , 429 , - , 20.24 , - , 0.713 , - , NO , YES
147 , 2FGLJ0253.4+3218 , MG3 J025334+3217 , 43.38958 , 32.28925 , 150.93 , -23.86 , 0.035 , 0.073 , AGU , -999 , - , 0.995 , 0.98 , 0 , 0.99 , 1.745 , -9.9 , (9.3+/-1.6) e-10 , 1.917 , 0.117 , 84 , 80 , - , 20 , 19.79 , - , - , YES , YES
148 , 2FGLJ0252.7-2218 , PKS 0250-225 , 43.2 , -22.32378 , 209.74 , -62.1 , 0.012 , 0.038 , FSRQ , 1.419 , LSP , 1 , 1 , 0 , 1 , 3.425 , -9.9 , (50.3+/-2.8) e-10 , 2.189 , 0.05 , 2134 , 443 , 3.17e-13 , 19.98 , - , 0.836 , 0.991 , YES , YES
149 , 2FGLJ0257.9+2025 , MG3 J025805+2029 , 44.53 , 20.50033 , 158.99 , -33.36 , 0.091 , 0.125 , BL Lac , 0 , ISP , 0.988 , 0.96 , 0.93 , 0.83 , 1.213 , 2.528 , (6.8+/-1.7) e-10 , 2.195 , 0.166 , 26 , 98 , 2.13e-12 , 20.73 , 18.22 , 0.515 , 1.145 , NO , YES
150 , 2FGLJ0257.7-1213 , PB 09399 , 44.42083 , -12.20042 , 192.39 , -56.89 , 0.034 , 0.171 , FSRQ , 1.391 , - , 0.996 , 0.97 , 0 , 0.99 , 1.632 , -9.9 , (5.5+/-1.2) e-10 , 2.388 , 0.136 , 51 , 217 , - , 18.67 , - , 0.672 , - , YES , YES
